nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Liku,village,KALIMANTAN TENGAH,-1.7,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kina,village,KALIMANTAN TENGAH,-1.5,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,67.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Landau Kantu,village,KALIMANTAN TENGAH,-1.7,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Cuhai,village,KALIMANTAN TENGAH,-1.8,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Tambun,village,KALIMANTAN TENGAH,-1.8,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kubung,village,KALIMANTAN TENGAH,-1.6,110.9,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suja,village,KALIMANTAN TENGAH,-1.9,111.3,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karang Taba,village,KALIMANTAN TENGAH,-1.9,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Penyombaan,village,KALIMANTAN TENGAH,-1.6,111.0,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepoyu,village,KALIMANTAN TENGAH,-1.7,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mengkalang,village,KALIMANTAN TENGAH,-1.6,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nyalang,village,KALIMANTAN TENGAH,-1.7,111.0,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Beringin,village,KALIMANTAN TENGAH,-1.8,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Ginih,village,KALIMANTAN TENGAH,-1.7,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kawa,village,KALIMANTAN TENGAH,-1.9,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kinipan,village,KALIMANTAN TENGAH,-1.7,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sekombulan,village,KALIMANTAN TENGAH,-1.6,110.9,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karang Dangin,village,KALIMANTAN BARAT,-1.9,110.9,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Samu Jaya,village,KALIMANTAN TENGAH,-1.9,111.3,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Hulu Jojabo,village,KALIMANTAN TENGAH,-1.6,111.0,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jamuat,village,KALIMANTAN BARAT,-1.5,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,67.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tengon,village,KALIMANTAN BARAT,1.0,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nyayum,village,KALIMANTAN BARAT,0.6,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tenguwe,village,KALIMANTAN BARAT,0.8,109.9,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,126.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semuntik,village,KALIMANTAN BARAT,0.6,110.2,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bentiang Madomang,village,KALIMANTAN BARAT,0.9,109.9,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,73.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Temoyok,village,KALIMANTAN BARAT,0.7,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jambu Tembawang,village,KALIMANTAN BARAT,0.8,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kuala Behe,village,KALIMANTAN BARAT,0.6,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepangah,village,KALIMANTAN BARAT,0.7,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Ilai,village,KALIMANTAN BARAT,0.7,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Paku Raya,village,KALIMANTAN BARAT,0.6,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semedang,village,KALIMANTAN BARAT,0.6,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sempatung Lawek,village,KALIMANTAN BARAT,1.0,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Angkanyar,village,KALIMANTAN BARAT,0.6,109.9,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,126.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Engkangin,village,KALIMANTAN BARAT,0.8,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Raut Muara,village,KALIMANTAN BARAT,0.8,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,117.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Engkadik Pade,village,KALIMANTAN BARAT,0.7,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Balai,village,KALIMANTAN BARAT,0.6,109.9,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,126.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Permiit,village,KALIMANTAN BARAT,0.6,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Serimbu,village,KALIMANTAN BARAT,0.8,110.1,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semayang,village,KALIMANTAN BARAT,0.6,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,138.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nyari,village,KALIMANTAN BARAT,0.9,110.2,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sekendal,village,KALIMANTAN BARAT,0.7,110.2,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Bunga,village,KALIMANTAN BARAT,0.6,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Merayuh,village,KALIMANTAN BARAT,0.9,110.2,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mawang Muda,village,KALIMANTAN BARAT,0.8,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dange Aji,village,KALIMANTAN BARAT,0.8,110.0,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,128.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
village,village,KALIMANTAN BARAT,0.9,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
village,village,KALIMANTAN BARAT,0.9,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Merau,hamlet,KALIMANTAN BARAT,0.9,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Serangkang,hamlet,KALIMANTAN BARAT,1.0,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sengkeruh,hamlet,KALIMANTAN BARAT,0.6,109.9,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,126.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semayong,hamlet,KALIMANTAN BARAT,0.8,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Entabang,hamlet,KALIMANTAN BARAT,1.0,110.3,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mangkau,hamlet,KALIMANTAN BARAT,1.0,110.2,73.2,tidak sehat,2026-09-12,123.0,tidak sehat,2026-09-13,105.3,tidak sehat,0,0,100.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Landau Apin,village,KALIMANTAN BARAT,-0.5,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semandang Hulu,village,KALIMANTAN BARAT,-0.6,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gema,village,KALIMANTAN BARAT,-0.8,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepotong,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semandang Kiri,village,KALIMANTAN BARAT,-0.6,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tembaga,village,KALIMANTAN BARAT,-0.5,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Harapan Baru,village,KALIMANTAN BARAT,-0.8,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kualan Hulu,village,KALIMANTAN BARAT,-0.5,110.6,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Randau Limat,village,KALIMANTAN BARAT,-0.7,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sukaramai,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Beringin,village,KALIMANTAN BARAT,-0.8,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mekar Raya,village,KALIMANTAN BARAT,-0.8,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Kebau,village,KALIMANTAN BARAT,-0.5,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lembah Beringin,village,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semandang Kanan,village,KALIMANTAN BARAT,-0.8,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Balai Pinang,village,KALIMANTAN BARAT,-0.5,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Maju,village,KALIMANTAN BARAT,-0.7,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Merawa,village,KALIMANTAN BARAT,-0.5,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kuala Randau,hamlet,KALIMANTAN BARAT,-0.6,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sunge Bengaras,village,KALIMANTAN BARAT,-0.8,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Krio Hulu,village,KALIMANTAN BARAT,-0.9,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Lambai,hamlet,KALIMANTAN BARAT,-0.9,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Balai Pinang Hulu,village,KALIMANTAN BARAT,-0.5,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kenanga,village,KALIMANTAN BARAT,-0.7,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Legong,village,KALIMANTAN BARAT,-0.6,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Paoh Concong,village,KALIMANTAN BARAT,-0.7,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Merabu Jaya,village,KALIMANTAN BARAT,-0.7,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Selangkut Raya,village,KALIMANTAN BARAT,-0.8,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lanjut Mekar Sari,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Mutiara,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kepari,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sinar Kuri,village,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Botuh Bosi,village,KALIMANTAN BARAT,-0.5,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Enturah,hamlet,KALIMANTAN BARAT,-0.5,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kesimoi,hamlet,KALIMANTAN BARAT,-0.6,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nyonak,hamlet,KALIMANTAN BARAT,-0.6,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Landau Menserai,hamlet,KALIMANTAN BARAT,-0.5,110.7,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Pilin,hamlet,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tembesuk,village,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pait,hamlet,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Setugal,hamlet,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Koran,hamlet,KALIMANTAN BARAT,-0.5,110.8,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Belonseh,hamlet,KALIMANTAN BARAT,-0.6,110.4,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bansi,hamlet,KALIMANTAN BARAT,-0.5,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Taga,hamlet,KALIMANTAN BARAT,-0.6,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Botong,hamlet,KALIMANTAN BARAT,-0.5,110.6,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Empasi,hamlet,KALIMANTAN BARAT,-0.5,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kek Baok,hamlet,KALIMANTAN BARAT,-0.5,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,56.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gebok,hamlet,KALIMANTAN BARAT,-0.7,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Nibung,hamlet,KALIMANTAN BARAT,-0.7,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mungguk Meranang,hamlet,KALIMANTAN BARAT,-0.7,110.6,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,63.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Betentang,hamlet,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semapau Kuala,hamlet,KALIMANTAN BARAT,-0.9,110.5,69.5,tidak sehat,2026-09-12,87.0,tidak sehat,2026-09-13,88.8,tidak sehat,0,0,60.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Habangoi,village,KALIMANTAN TENGAH,-0.9,112.9,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,43.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Mahuroi,village,KALIMANTAN TENGAH,-0.8,113.3,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,63.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Anoi,village,KALIMANTAN TENGAH,-0.8,113.3,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,63.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Tangoi,village,KALIMANTAN TENGAH,-0.9,113.1,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,64.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karetau Rambangun,village,KALIMANTAN TENGAH,-0.9,113.3,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,63.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karetau Sarian,village,KALIMANTAN TENGAH,-0.8,113.3,68.7,tidak sehat,2026-09-12,121.0,tidak sehat,2026-09-13,109.9,tidak sehat,0,0,63.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Jelundung,village,KALIMANTAN BARAT,-0.5,112.5,67.5,tidak sehat,2026-09-12,109.0,tidak sehat,2026-09-13,101.6,tidak sehat,0,0,43.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
