nama,jenis,lat,lon,provinsi
Batu Keling,hamlet,-2.24789,110.77585,KALIMANTAN BARAT
Bangun Sari,village,-2.22563,110.74249,KALIMANTAN BARAT
Karya Baru,village,-2.25966,110.72567,KALIMANTAN BARAT
Pelanjau Jaya,village,-2.26367,110.64453,KALIMANTAN BARAT
Rangkung,village,-2.15379,110.49762,KALIMANTAN BARAT
Bangkal Serai,village,-2.45259,110.60777,KALIMANTAN BARAT
Seriam,village,-2.5525,110.27584,KALIMANTAN BARAT
Sungai Jelayan,village,-2.15738,110.46849,KALIMANTAN BARAT
Kedondong,village,-2.29311,110.37949,KALIMANTAN BARAT
Air Hitam Besar,village,-2.80784,110.62393,KALIMANTAN BARAT
Pembedilan,village,-2.83506,110.54668,KALIMANTAN BARAT
Keramat Jaya,village,-2.53182,110.2066,KALIMANTAN BARAT
Mekar Utama,village,-2.35839,110.14765,KALIMANTAN BARAT
Pagar Mentimun,village,-2.2401,110.08938,KALIMANTAN BARAT
Mekar Sari,village,-1.88896,110.0667,KALIMANTAN BARAT
Padang,village,-1.89218,110.0007,KALIMANTAN BARAT
Tuan-Tuan,village,-1.87594,109.98424,KALIMANTAN BARAT
Kinjil Pesisir,village,-1.86975,109.96456,KALIMANTAN BARAT
Banjar,village,-1.86638,109.97319,KALIMANTAN BARAT
Kauman,village,-1.85542,109.96602,KALIMANTAN BARAT
Mulia Baru,village,-1.83378,109.98368,KALIMANTAN BARAT
Kantor,village,-1.85965,109.97501,KALIMANTAN BARAT
Suka Harja,village,-1.80813,109.9778,KALIMANTAN BARAT
Suka Bangun Dalam,village,-1.7834,109.94559,KALIMANTAN BARAT
Suka Bangun,village,-1.80477,109.95795,KALIMANTAN BARAT
Sungai Buluh,village,-2.61242,111.03221,KALIMANTAN BARAT
Seguling,village,-2.51792,111.07948,KALIMANTAN BARAT
Jambi,village,-2.66429,111.0597,KALIMANTAN BARAT
Ratu Elok,village,-2.46331,111.03239,KALIMANTAN BARAT
Pelempangan,village,-2.19673,111.00065,KALIMANTAN BARAT
Pakit Selaba,village,-2.22568,110.96174,KALIMANTAN BARAT
Tribun Jaya,village,-2.17585,110.96924,KALIMANTAN BARAT
Mekar Jaya,village,-2.35618,111.02101,KALIMANTAN BARAT
Pangkalan Paket,village,-1.96351,110.7352,KALIMANTAN BARAT
Bantan Sari,village,-2.16701,110.79726,KALIMANTAN BARAT
Bayam Raya,village,-2.10905,110.94137,KALIMANTAN BARAT
Perigi,village,-2.01343,110.80908,KALIMANTAN BARAT
Bumi Jaya,village,-2.29971,112.07333,KALIMANTAN TENGAH
Panca Jaya,village,-2.10285,112.07791,KALIMANTAN TENGAH
Tangga Batu,village,-2.09661,112.15919,KALIMANTAN TENGAH
Panimba Raya,village,-2.34509,112.18562,KALIMANTAN TENGAH
Hulu Jojabo,village,-1.60521,110.95599,KALIMANTAN TENGAH
Batu Payung Dua,village,-2.08015,110.55335,KALIMANTAN BARAT
Tanah Hitam,village,-2.39973,110.65538,KALIMANTAN BARAT
Pantai Ketikal,village,-2.47474,110.71996,KALIMANTAN BARAT
Perendaman,hamlet,-2.2502,110.81957,KALIMANTAN BARAT
Penyarang,village,-2.02736,110.89783,KALIMANTAN BARAT
Kekura,hamlet,-1.94122,110.71792,KALIMANTAN BARAT
Persiapan Sumber Sari,village,-2.46763,111.92088,KALIMANTAN TENGAH
Persiapan Mulya Raya,village,-2.45525,111.93357,KALIMANTAN TENGAH
Semanggang,hamlet,-2.43405,111.90241,KALIMANTAN TENGAH
Persiapan Pangkalan Lada,village,-2.49185,111.73273,KALIMANTAN TENGAH
SP6 Sukaraja,hamlet,-2.34761,110.59893,KALIMANTAN BARAT
Pengancing,hamlet,-1.87664,110.55122,KALIMANTAN BARAT
UPT Trans Kahingai,hamlet,-1.59397,111.41257,KALIMANTAN TENGAH
Persiapan Batu Selipi,village,-1.78078,111.41162,KALIMANTAN TENGAH
Sangkarapuyan,hamlet,-1.96345,111.40304,KALIMANTAN TENGAH
Kuala Asam,hamlet,-2.41392,111.03089,KALIMANTAN BARAT
Sunsang,hamlet,-2.38783,110.97697,KALIMANTAN BARAT
Bagan Kusik,hamlet,-2.39669,110.99824,KALIMANTAN BARAT
Tarahan,hamlet,-2.51417,111.01634,KALIMANTAN BARAT
Bagan Kajang,hamlet,-2.51932,110.98457,KALIMANTAN BARAT
Suren,hamlet,-2.55516,110.90445,KALIMANTAN BARAT
Banjarmasin,city,-3.31875,114.59258,KALIMANTAN SELATAN
Sampit,town,-2.53891,112.94939,KALIMANTAN TENGAH
Martapura,town,-3.40865,114.84884,KALIMANTAN SELATAN
Amuntai,city,-2.41965,115.25393,KALIMANTAN SELATAN
Jorong,village,-3.98083,114.93227,KALIMANTAN SELATAN
Buntok,town,-1.71761,114.83866,KALIMANTAN TENGAH
Marabahan,town,-2.98047,114.76704,KALIMANTAN SELATAN
Rantau,city,-2.93265,115.15468,KALIMANTAN SELATAN
Palangka Raya,city,-2.20729,113.91644,KALIMANTAN TENGAH
Murung Asam,village,-2.49435,115.21218,KALIMANTAN SELATAN
Podok,village,-3.41524,114.52018,KALIMANTAN SELATAN
Baung,village,-2.87748,112.25727,KALIMANTAN TENGAH
Banua Supanggal,village,-2.57504,115.3564,KALIMANTAN SELATAN
Bentok Darat,village,-3.57133,114.84153,KALIMANTAN SELATAN
Mentawa Baru Hulu,village,-2.54487,112.95357,KALIMANTAN TENGAH
Purut,village,-2.97585,115.14367,KALIMANTAN SELATAN
Gunung Batu,village,-2.44809,115.60346,KALIMANTAN SELATAN
Bararawa,village,-2.44916,114.98314,KALIMANTAN SELATAN
Juru Banu,village,-2.25115,114.94616,KALIMANTAN TENGAH
Sirap,village,-2.27654,115.56716,KALIMANTAN SELATAN
Teluk Tamba,village,-2.80684,114.63931,KALIMANTAN SELATAN
Kandan,village,-2.38873,112.92395,KALIMANTAN TENGAH
Tanjung,village,-2.16428,115.38034,KALIMANTAN SELATAN
Handiwung,village,-2.88563,114.51427,KALIMANTAN TENGAH
Bincau,village,-3.42105,114.87963,KALIMANTAN SELATAN
Setiap,village,-2.53037,115.3184,KALIMANTAN SELATAN
Awang Bangkal Barat,village,-3.48943,114.9751,KALIMANTAN SELATAN
Sembuluh II,village,-2.72481,112.3744,KALIMANTAN TENGAH
Kandangan Utara,village,-2.77507,115.26568,KALIMANTAN SELATAN
Tabanio,village,-3.76293,114.61611,KALIMANTAN SELATAN
Malilingin,village,-2.8645,115.31965,KALIMANTAN SELATAN
Bahaur Tengah,village,-3.21373,114.10685,KALIMANTAN TENGAH
Angkipih,village,-3.11319,115.364,KALIMANTAN SELATAN
Bangkau,village,-2.68105,115.19643,KALIMANTAN SELATAN
Hilir Mesjid,village,-2.43294,115.18394,KALIMANTAN SELATAN
Baliuk,village,-2.99372,114.77786,KALIMANTAN SELATAN
Tri Mulya,village,-3.66285,115.71412,KALIMANTAN SELATAN
Bina Sejahtera,village,-2.69964,114.71907,KALIMANTAN TENGAH
Lok Tangga,village,-3.42203,114.92577,KALIMANTAN SELATAN
Mantaren II,village,-2.79502,114.24788,KALIMANTAN TENGAH
Cempaka,village,-2.44947,115.22988,KALIMANTAN SELATAN
Mandi Angin Barat,village,-3.48824,114.93172,KALIMANTAN SELATAN
Tewang Manyangen,village,-1.71377,113.28725,KALIMANTAN TENGAH
Jembatan Merah,village,-2.80979,115.28977,KALIMANTAN SELATAN
Riam Adungan,village,-3.69636,115.16049,KALIMANTAN SELATAN
Mangkayahu,village,-2.31196,115.5013,KALIMANTAN SELATAN
Tangkawang Baru,village,-2.92266,115.11744,KALIMANTAN SELATAN
Tanta Hulu,village,-2.19485,115.3786,KALIMANTAN SELATAN
Sungai Tabuk,village,-2.34017,115.37375,KALIMANTAN SELATAN
Baliangin,village,-3.21782,115.12522,KALIMANTAN SELATAN
Gunung Ulin,village,-3.3803,114.9691,KALIMANTAN SELATAN
Pudak Setegal,village,-2.28693,115.29492,KALIMANTAN SELATAN
Tampulang,village,-2.45411,114.8792,KALIMANTAN TENGAH
Jamil,village,-2.64324,115.28756,KALIMANTAN SELATAN
Purui,village,-1.88542,115.68171,KALIMANTAN SELATAN
Cempaka Putih,village,-1.886,112.85636,KALIMANTAN TENGAH
Lok Tunggul,village,-3.31166,115.08491,KALIMANTAN SELATAN
Bambulung,village,-1.80349,115.05111,KALIMANTAN TENGAH
Teluk Betung,village,-2.46356,115.20977,KALIMANTAN SELATAN
Paharangan,village,-2.56504,115.14303,KALIMANTAN SELATAN
Pamalongan,village,-3.82895,114.88085,KALIMANTAN SELATAN
Murung Jambu,village,-2.33483,115.42233,KALIMANTAN SELATAN
Binaan Baru,village,-3.11953,114.5939,KALIMANTAN SELATAN
Piyait,village,-2.40241,115.5572,KALIMANTAN SELATAN
Lamunti Permai,village,-2.60448,114.45378,KALIMANTAN TENGAH
Handil Bakti,village,-3.27573,114.60301,KALIMANTAN SELATAN
Tayur,village,-2.34703,115.31772,KALIMANTAN SELATAN
Kalanis,village,-2.26407,114.89938,KALIMANTAN TENGAH
Datar Ajab,village,-2.64905,115.53614,KALIMANTAN SELATAN
Mulya Agung,village,-1.61295,112.67506,KALIMANTAN TENGAH
Tanjung Harapan,village,-1.80209,112.65573,KALIMANTAN TENGAH
Gudang Tengah,village,-3.32678,114.71104,KALIMANTAN SELATAN
Ramang,village,-1.72339,113.92401,KALIMANTAN TENGAH
Tambak Anyar Ulu,village,-3.39034,114.87486,KALIMANTAN SELATAN
Telaga Langsat,village,-2.72959,115.32801,KALIMANTAN SELATAN
Puntik Dalam,village,-3.17432,114.62988,KALIMANTAN SELATAN
Bintang Ara,village,-1.96924,115.44438,KALIMANTAN SELATAN
Timpah,village,-1.72506,114.47703,KALIMANTAN TENGAH
Sidorejo,village,-3.32985,114.4644,KALIMANTAN SELATAN
Teluk Sinar,village,-2.50322,115.17246,KALIMANTAN SELATAN
Peramasan Dua Kali Sanga,village,-2.86434,115.81559,KALIMANTAN SELATAN
Babai,village,-2.55392,115.37489,KALIMANTAN SELATAN
Cempaka,village,-3.48706,114.85338,KALIMANTAN SELATAN
Parebok,village,-2.93348,112.98884,KALIMANTAN TENGAH
Shabah,village,-2.98187,115.16985,KALIMANTAN SELATAN
Jahanjang,village,-2.32109,113.44411,KALIMANTAN TENGAH
Tanjung Selor,village,-2.68898,115.04792,KALIMANTAN SELATAN
Teluk Mampun,village,-1.59935,114.83781,KALIMANTAN TENGAH
Liyu,village,-2.16627,115.62592,KALIMANTAN SELATAN
Matang Batas,village,-3.16532,115.13795,KALIMANTAN SELATAN
Tamban Baru Tengah,village,-3.24276,114.39806,KALIMANTAN TENGAH
Wayau,village,-2.11047,115.40661,KALIMANTAN SELATAN
Bungai Jaya,village,-2.93463,114.31498,KALIMANTAN TENGAH
Tambak Baru Ulu,village,-3.38875,114.88453,KALIMANTAN SELATAN
Tapuk,village,-2.47059,115.47045,KALIMANTAN SELATAN
Sungai Paring,village,-3.43385,114.84812,KALIMANTAN SELATAN
Pajukungan,village,-2.60002,115.35452,KALIMANTAN SELATAN
Kurau,village,-3.59182,114.61869,KALIMANTAN SELATAN
Parit,village,-2.15406,112.98665,KALIMANTAN TENGAH
Suato Tatakan,village,-3.07032,115.10568,KALIMANTAN SELATAN
Wonorejo,village,-3.43686,115.77646,KALIMANTAN SELATAN
Cakru,village,-2.40791,115.2604,KALIMANTAN SELATAN
Tangkiling,village,-1.9789,113.76035,KALIMANTAN TENGAH
Bahalayung,village,-2.96651,114.7785,KALIMANTAN SELATAN
Harapan Baru,village,-2.71192,114.64311,KALIMANTAN TENGAH
Sungai Arfat,village,-3.40369,114.91165,KALIMANTAN SELATAN
Tahai Baru,village,-3.0558,114.21637,KALIMANTAN TENGAH
Ujung Murung,village,-2.44104,115.23934,KALIMANTAN SELATAN
Awang Bangkal Timur,village,-3.48618,114.97707,KALIMANTAN SELATAN
Luwuk Kiri,village,-1.97543,113.42568,KALIMANTAN TENGAH
Baluti,village,-2.79979,115.26803,KALIMANTAN SELATAN
Pahandut Seberang,village,-2.19943,113.93453,KALIMANTAN TENGAH
Masta,village,-2.86804,115.10477,KALIMANTAN SELATAN
Hanjak Maju,village,-2.75575,114.31798,KALIMANTAN TENGAH
Sukadamai,village,-3.25683,115.76088,KALIMANTAN SELATAN
Bayan Sari,village,-3.68506,115.60053,KALIMANTAN SELATAN
Gunung Batu,village,-3.22944,115.09164,KALIMANTAN SELATAN
Tambak Bitin,village,-2.62529,115.1043,KALIMANTAN SELATAN
Manarap,village,-2.45918,115.14765,KALIMANTAN SELATAN
Gaung Baru,village,-1.77515,113.71832,KALIMANTAN TENGAH
Terusan Raya,village,-3.15926,114.29015,KALIMANTAN TENGAH
Hantakan,village,-2.63791,115.457,KALIMANTAN SELATAN
Setarap,village,-3.79768,115.52266,KALIMANTAN SELATAN
Sebungsu,village,-1.86064,112.77366,KALIMANTAN TENGAH
Pengaron,village,-3.29593,115.09397,KALIMANTAN SELATAN
Rodok,village,-1.82244,115.17904,KALIMANTAN TENGAH
Pajukungan Hilir,village,-2.49115,115.11253,KALIMANTAN SELATAN
Kamawakan,village,-2.85297,115.48427,KALIMANTAN SELATAN
Bluru,village,-3.86533,114.83644,KALIMANTAN SELATAN
Baruh Panyambaran,village,-2.25744,115.63697,KALIMANTAN SELATAN
Banua Hanyar Hulu,village,-2.90205,115.14232,KALIMANTAN SELATAN
Padang Panjang,village,-2.2579,115.46869,KALIMANTAN SELATAN
Tangalin,village,-2.4103,115.49357,KALIMANTAN SELATAN
Sungai Pinang Baru,village,-3.29163,114.68589,KALIMANTAN SELATAN
Simpang Jaya,village,-3.06791,114.56518,KALIMANTAN SELATAN
Sungai Rukam II,village,-2.31486,115.30533,KALIMANTAN SELATAN
Barikin,village,-2.67879,115.32505,KALIMANTAN SELATAN
Tumbang Getas,village,-1.77155,112.36676,KALIMANTAN TENGAH
Munggu Raya,village,-3.34829,114.847,KALIMANTAN SELATAN
Penda Barania,village,-2.13272,113.92668,KALIMANTAN TENGAH
Batu Perahu,village,-2.60207,115.59989,KALIMANTAN SELATAN
Martadah Baru,village,-3.62335,114.80492,KALIMANTAN SELATAN
Baruh Bahinu Luar,village,-2.35739,115.4823,KALIMANTAN SELATAN
Anjir Muara Lama,village,-3.1668,114.51816,KALIMANTAN SELATAN
Janah Jari,village,-1.97515,115.19597,KALIMANTAN TENGAH
Kaladan Jaya,village,-2.58615,114.52992,KALIMANTAN TENGAH
Kasai,village,-2.43148,115.43917,KALIMANTAN SELATAN
Sungai Ramania,village,-3.24739,114.65528,KALIMANTAN SELATAN
Haur Gading,village,-2.37834,115.23571,KALIMANTAN SELATAN
Talio,village,-1.84775,114.83765,KALIMANTAN TENGAH
Mandingin,village,-2.56265,115.40849,KALIMANTAN SELATAN
Perintis Raya,village,-2.92715,115.15298,KALIMANTAN SELATAN
Kampung Melayu,village,-2.97407,113.26393,KALIMANTAN TENGAH
Mangkirana,village,-3.05832,115.88242,KALIMANTAN SELATAN
Astambul Seberang,village,-3.38098,114.89769,KALIMANTAN SELATAN
Muara Ulang,village,-2.75853,115.48188,KALIMANTAN SELATAN
Tinggiran Darat,village,-3.2675,114.48307,KALIMANTAN SELATAN
Muka Haji,village,-1.55118,115.08008,KALIMANTAN TENGAH
Seradang,village,-2.04139,115.55344,KALIMANTAN SELATAN
Sungai Telan Muara,village,-3.43054,114.49402,KALIMANTAN SELATAN
Murung Panti Hilir,village,-2.53287,115.13757,KALIMANTAN SELATAN
Hampang,village,-2.92166,115.83732,KALIMANTAN SELATAN
Kapar,village,-2.55398,115.4171,KALIMANTAN SELATAN
Kait-kait Baru,village,-3.59075,114.80769,KALIMANTAN SELATAN
Eka Bahurui,village,-2.61204,112.94731,KALIMANTAN TENGAH
Lusan,village,-1.53672,115.73358,KALIMANTAN TIMUR
Pandulangan,village,-2.97499,115.096,KALIMANTAN SELATAN
Tariwin,village,-2.46789,115.49999,KALIMANTAN SELATAN
Palimbang Sari,village,-2.39868,115.24657,KALIMANTAN SELATAN
Mamantang,village,-2.29935,115.72985,KALIMANTAN SELATAN
Pantang Raya,village,-2.81609,114.60333,KALIMANTAN SELATAN
Palingkau Jaya,village,-2.80976,114.48679,KALIMANTAN TENGAH
Padangin,village,-2.2621,115.3391,KALIMANTAN SELATAN
Pasar Kamis,village,-3.39583,114.62951,KALIMANTAN SELATAN
Hapingin,village,-2.52431,115.42384,KALIMANTAN SELATAN
Aluh Aluh Kecil,village,-3.43708,114.55185,KALIMANTAN SELATAN
Ulak Batu,village,-2.75656,112.20748,KALIMANTAN TENGAH
Banua Kupang,village,-2.6018,115.32002,KALIMANTAN SELATAN
Gunung Makmur,village,-3.88387,114.64909,KALIMANTAN SELATAN
Natai Baru,village,-2.60293,112.63461,KALIMANTAN TENGAH
Pabaungan Hilir,village,-2.85918,114.9945,KALIMANTAN SELATAN
Sebangau Mulya,village,-2.89261,113.77122,KALIMANTAN TENGAH
Giri Mulya,village,-3.50553,115.69594,KALIMANTAN SELATAN
Rampah,village,-3.04687,115.25017,KALIMANTAN SELATAN
Palanjungan Sari,village,-2.41178,115.29966,KALIMANTAN SELATAN
Tangga Ulin Hilir,village,-2.41779,115.25769,KALIMANTAN SELATAN
Kalampangan,village,-2.27871,114.01125,KALIMANTAN TENGAH
Wungkur Baru,village,-1.60114,114.99096,KALIMANTAN TENGAH
Batik,village,-2.99884,114.7856,KALIMANTAN SELATAN
Upt Dadahup C2,village,-2.62551,114.76662,KALIMANTAN TENGAH
Handil Baru,village,-3.37497,114.55126,KALIMANTAN SELATAN
Mawani,village,-1.96415,115.40548,KALIMANTAN SELATAN
Teluk Cati,village,-2.4386,115.19155,KALIMANTAN SELATAN
Pemurus,village,-3.47717,114.53858,KALIMANTAN SELATAN
Buntut Bali,village,-1.68087,113.25607,KALIMANTAN TENGAH
Sirih,village,-2.81993,115.17939,KALIMANTAN SELATAN
Bumi Asih,village,-3.97957,114.73143,KALIMANTAN SELATAN
Jungkal,village,-2.32363,115.41198,KALIMANTAN SELATAN
Budi Mulya,village,-2.89826,115.23374,KALIMANTAN SELATAN
Sungai Buluh,village,-2.25537,115.31459,KALIMANTAN SELATAN
Lampihong Selatan,village,-2.35384,115.36227,KALIMANTAN SELATAN
Bawahan Selan,village,-3.32926,114.95471,KALIMANTAN SELATAN
Pendalaman,village,-3.0279,114.6876,KALIMANTAN SELATAN
Bangkiling,village,-2.325,115.26159,KALIMANTAN SELATAN
Masiraan,village,-2.61149,115.32813,KALIMANTAN SELATAN
Baampah,village,-2.13313,112.64155,KALIMANTAN TENGAH
Binjai,village,-1.87585,115.54153,KALIMANTAN SELATAN
Kelampaian Ulu,village,-3.3545,114.87301,KALIMANTAN SELATAN
Bereng Jun,village,-1.51858,113.51783,KALIMANTAN TENGAH
Paminggir,village,-2.52132,114.86435,KALIMANTAN TENGAH
Pahampangan,village,-2.82769,115.27175,KALIMANTAN SELATAN
Halubau Utara,village,-2.33793,115.43998,KALIMANTAN SELATAN
Anjir Pasar Lama,village,-3.13103,114.48489,KALIMANTAN SELATAN
Murutuwu,village,-2.10487,115.06271,KALIMANTAN TENGAH
Sei Kapar,village,-2.65036,114.39273,KALIMANTAN TENGAH
Pelajau,village,-2.439,115.45827,KALIMANTAN SELATAN
Jelapat Baru,village,-3.25297,114.54665,KALIMANTAN SELATAN
Air Tawar,village,-2.36128,115.30269,KALIMANTAN SELATAN
Teluk Timbau,village,-2.09958,114.87417,KALIMANTAN TENGAH
Hapulang,village,-2.65531,115.38941,KALIMANTAN SELATAN
Tangka Robah,village,-1.99482,112.53874,KALIMANTAN TENGAH
Simpang Empat,village,-3.36517,114.62455,KALIMANTAN SELATAN
Goha,village,-1.64692,113.92822,KALIMANTAN TENGAH
Pasungkan,village,-2.60251,115.10278,KALIMANTAN SELATAN
Angsau,village,-3.79996,114.7758,KALIMANTAN SELATAN
Anjir Muara Kota Tengah,village,-3.19504,114.54332,KALIMANTAN SELATAN
Kupang Nunding,village,-1.96175,115.57168,KALIMANTAN SELATAN
Lawang Kamah,village,-1.55887,114.51846,KALIMANTAN TENGAH
Sekata Baru,village,-3.3461,114.37759,KALIMANTAN SELATAN
Tatah Laban,village,-2.48653,115.19604,KALIMANTAN SELATAN
Sungai Buluh,village,-2.56216,115.23223,KALIMANTAN SELATAN
Serawi,village,-2.94091,115.1115,KALIMANTAN SELATAN
Asem Kumbang,village,-2.15035,113.49779,KALIMANTAN TENGAH
Sebamban Baru,village,-3.83108,115.36195,KALIMANTAN SELATAN
Telaga Sili Sili,village,-2.75497,115.30438,KALIMANTAN SELATAN
Gunung Riut,village,-2.19021,115.6291,KALIMANTAN SELATAN
Panca Karya,village,-3.18164,114.6254,KALIMANTAN SELATAN
Sebabi,village,-2.41648,112.56631,KALIMANTAN TENGAH
Tarung Manuah,village,-2.91707,114.26728,KALIMANTAN TENGAH
Masingai II,village,-2.11698,115.54648,KALIMANTAN SELATAN
Belayung Baru,village,-3.37634,114.60709,KALIMANTAN SELATAN
Muara Rintis,village,-2.50141,115.40576,KALIMANTAN SELATAN
Layap Baru,village,-3.42266,114.572,KALIMANTAN SELATAN
Kuala Pembuang II,village,-3.39617,112.55074,KALIMANTAN TENGAH
Bingkulu,village,-3.67971,114.68574,KALIMANTAN SELATAN
Bapinang Hilir Laut,village,-2.9209,113.03413,KALIMANTAN TENGAH
Pulau Pinang Utara,village,-3.08811,115.09358,KALIMANTAN SELATAN
Bakarangan,village,-3.50803,115.77588,KALIMANTAN SELATAN
Murung Padang,village,-2.39676,115.31172,KALIMANTAN SELATAN
Dahai,village,-2.27653,115.48295,KALIMANTAN SELATAN
Asia Baru,village,-2.67198,114.79424,KALIMANTAN SELATAN
Bakungin,village,-2.96377,114.43814,KALIMANTAN TENGAH
Cindai Alus,village,-3.4185,114.80522,KALIMANTAN SELATAN
Wono Agung,village,-2.88133,114.13652,KALIMANTAN TENGAH
Pararain,village,-2.4635,115.10271,KALIMANTAN SELATAN
Bunipah,village,-3.46089,114.56042,KALIMANTAN SELATAN
Tewang Rangas,village,-1.81174,113.30963,KALIMANTAN TENGAH
Bago Tanggul,village,-2.82423,115.13574,KALIMANTAN SELATAN
Padang Luas,village,-3.60869,114.61781,KALIMANTAN SELATAN
Margasari Hulu,village,-2.8741,114.93366,KALIMANTAN SELATAN
Simpur,village,-2.58575,114.22353,KALIMANTAN TENGAH
Sidomulyo,village,-3.28826,115.83974,KALIMANTAN SELATAN
Batang Banyu,village,-3.19267,115.15424,KALIMANTAN SELATAN
Sungai Mandala,village,-2.62968,115.10881,KALIMANTAN SELATAN
Sungai Bahadangan,village,-2.42018,115.26621,KALIMANTAN SELATAN
Bukit Sua,village,-1.68112,113.69914,KALIMANTAN TENGAH
Terusan Makmur,village,-3.21621,114.24892,KALIMANTAN TENGAH
Lepasan,village,-2.97531,114.77588,KALIMANTAN SELATAN
Sungai Kumap,village,-1.76124,115.50885,KALIMANTAN SELATAN
Dadahup Raya,village,-2.68296,114.54225,KALIMANTAN TENGAH
Benteng,village,-3.29938,115.10593,KALIMANTAN SELATAN
Ampah Kota,village,-1.79968,115.15085,KALIMANTAN TENGAH
Sungai Pandan Hilir,village,-2.46126,115.21157,KALIMANTAN SELATAN
Mawangi,village,-2.82208,115.34293,KALIMANTAN SELATAN
Hukai,village,-2.32011,115.54484,KALIMANTAN SELATAN
Parandakan,village,-2.87636,115.22565,KALIMANTAN SELATAN
Murung Sari,village,-2.41839,115.22987,KALIMANTAN SELATAN
Mantimin,village,-2.39174,115.42998,KALIMANTAN SELATAN
Lok Gabang,village,-3.35168,114.88506,KALIMANTAN SELATAN
Sukaramai,village,-3.07552,114.64129,KALIMANTAN SELATAN
Harus,village,-2.40241,115.22117,KALIMANTAN SELATAN
Taras Padang,village,-2.62679,115.36162,KALIMANTAN SELATAN
Bukit Makmur,village,-1.77311,112.69485,KALIMANTAN TENGAH
Sungai Rangas Hambuku,village,-3.32545,114.77671,KALIMANTAN SELATAN
Parahangan,village,-1.86038,113.95324,KALIMANTAN TENGAH
Aing Bantai,village,-2.62434,115.63414,KALIMANTAN SELATAN
Bajuin,village,-3.75693,114.83253,KALIMANTAN SELATAN
Pupuyuan,village,-2.31654,115.38196,KALIMANTAN SELATAN
Gandaria,village,-3.09574,114.55721,KALIMANTAN SELATAN
Ampari,village,-1.96934,115.26317,KALIMANTAN TENGAH
Bihara Hilir,village,-2.43889,115.53271,KALIMANTAN SELATAN
Mandomai,village,-2.81845,114.35546,KALIMANTAN TENGAH
Pulau Alalak,village,-3.27964,114.565,KALIMANTAN SELATAN
Sungai Limas,village,-2.38889,115.2477,KALIMANTAN SELATAN
Mangaris,village,-1.74166,114.97573,KALIMANTAN TENGAH
Sungai Harang,village,-2.7073,115.38151,KALIMANTAN SELATAN
Landasan Ulin Timur,village,-3.44666,114.74972,KALIMANTAN SELATAN
Tumbang Batu,village,-1.72016,112.44258,KALIMANTAN TENGAH
Buni'in Jaya,village,-2.9663,115.28175,KALIMANTAN SELATAN
Perigi,village,-2.8393,113.2711,KALIMANTAN TENGAH
Dalam Pagar Ulu,village,-3.36907,114.83134,KALIMANTAN SELATAN
Parigi,village,-2.63432,115.07944,KALIMANTAN SELATAN
Jejangkit Barat,village,-3.16425,114.78602,KALIMANTAN SELATAN
Kasiau,village,-2.12157,115.4585,KALIMANTAN SELATAN
Sei Ahas,village,-2.36666,114.40715,KALIMANTAN TENGAH
Paramasan Atas,village,-2.91048,115.54697,KALIMANTAN SELATAN
Danau Caramin,village,-2.52488,115.22522,KALIMANTAN SELATAN
Banua Jingah,village,-2.56837,115.38505,KALIMANTAN SELATAN
Prayon,village,-1.61571,115.83246,KALIMANTAN TIMUR
Samuda Kota,village,-2.84298,112.96983,KALIMANTAN TENGAH
Pematang Karangan,village,-2.94546,115.08534,KALIMANTAN SELATAN
Mantewe,village,-3.24329,115.76285,KALIMANTAN SELATAN
Padang Tanggul,village,-2.41287,115.20576,KALIMANTAN SELATAN
Murung Paken,village,-1.68234,114.77147,KALIMANTAN TENGAH
Burakai,village,-3.17069,115.14361,KALIMANTAN SELATAN
Pulau Ku'u,village,-2.28632,115.39547,KALIMANTAN SELATAN
Pangkalan Rekan,village,-3.01162,114.35609,KALIMANTAN TENGAH
Tunggul Irang,village,-3.4062,114.85868,KALIMANTAN SELATAN
