nama,jenis,lat,lon,provinsi,pm25_h1,pm25_h2,pm25_h3,jarak_grid_km_h1,jarak_grid_km_h2,jarak_grid_km_h3,tanggal_ramal_h1,tanggal_ramal_h2,tanggal_ramal_h3
Sungai Malaya,village,0.02601,109.38484,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,34.698194494086415,34.698194494086415,34.698194494086415,2026-09-13,2026-09-14,2026-09-15
Madu Sari,village,-0.11167,109.43979,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,20.34266678471727,20.34266678471727,20.34266678471727,2026-09-13,2026-09-14,2026-09-15
Kalibandung,village,-0.33429,109.60399,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,14.938956186624939,14.938956186624939,14.938956186624939,2026-09-13,2026-09-14,2026-09-15
Muara Baru,village,-0.27061,109.76637,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,20.096550031895127,20.096550031895127,20.096550031895127,2026-09-13,2026-09-14,2026-09-15
Tanjung Durian,hamlet,-0.26101,109.93222,KALIMANTAN BARAT,217.65040588378906,191.77688598632812,147.4666290283203,19.85129682494226,19.85129682494226,19.85129682494226,2026-09-13,2026-09-14,2026-09-15
Martalaya,hamlet,-0.26276,109.94558,KALIMANTAN BARAT,217.65040588378906,191.77688598632812,147.4666290283203,18.53455086835136,18.53455086835136,18.53455086835136,2026-09-13,2026-09-14,2026-09-15
Gempar,hamlet,-0.22142,109.94133,KALIMANTAN BARAT,217.65040588378906,191.77688598632812,147.4666290283203,17.803222610944086,17.803222610944086,17.803222610944086,2026-09-13,2026-09-14,2026-09-15
Pulau Jambu,village,-0.24149,109.9508,KALIMANTAN BARAT,217.65040588378906,191.77688598632812,147.4666290283203,17.219685509932887,17.219685509932887,17.219685509932887,2026-09-13,2026-09-14,2026-09-15
Seberang Kapuas,village,0.03218,110.89105,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,34.732621577029214,34.732621577029214,34.732621577029214,2026-09-13,2026-09-14,2026-09-15
Tanjung,village,0.02426,110.89499,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,33.78596963541813,33.78596963541813,33.78596963541813,2026-09-13,2026-09-14,2026-09-15
Sungai Ringin,village,0.01763,110.8821,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,34.244255406913545,34.244255406913545,34.244255406913545,2026-09-13,2026-09-14,2026-09-15
Nanga Kenaya,hamlet,-0.14203,110.85912,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,27.549241189578858,27.549241189578858,27.549241189578858,2026-09-13,2026-09-14,2026-09-15
Selintah Hilir,hamlet,-0.13793,110.8529,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,28.329743585395097,28.329743585395097,28.329743585395097,2026-09-13,2026-09-14,2026-09-15
Selintah Hulu,hamlet,-0.13404,110.84532,KALIMANTAN BARAT,165.260009765625,155.97154235839844,125.83761596679688,28.247036542950106,28.247036542950106,28.247036542950106,2026-09-13,2026-09-14,2026-09-15
Bansir Darat,village,-0.0769,109.33757,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,29.752230939864162,29.752230939864162,29.752230939864162,2026-09-13,2026-09-14,2026-09-15
Bansir Laut,village,-0.05442,109.34967,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,32.13673899772381,32.13673899772381,32.13673899772381,2026-09-13,2026-09-14,2026-09-15
Tengah,village,-0.02266,109.33628,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,32.85004876877105,32.85004876877105,32.85004876877105,2026-09-13,2026-09-14,2026-09-15
Akcaya,village,-0.04721,109.32787,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,30.506596854161252,30.506596854161252,30.506596854161252,2026-09-13,2026-09-14,2026-09-15
Kotabaru,village,-0.06163,109.31379,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,28.316997156242582,28.316997156242582,28.316997156242582,2026-09-13,2026-09-14,2026-09-15
Sungaijawi,village,-0.0333,109.30487,KALIMANTAN BARAT,134.3470001220703,129.5668182373047,90.9703140258789,29.36902061294638,29.36902061294638,29.36902061294638,2026-09-13,2026-09-14,2026-09-15
Bangkabelitung Laut,village,-0.05733,109.35945,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,31.098561195144857,31.098561195144857,31.098561195144857,2026-09-13,2026-09-14,2026-09-15
Tanjung Hilir,village,-0.0242,109.35714,KALIMANTAN BARAT,290.3328857421875,231.7712860107422,174.15977478027344,33.337408713445036,33.337408713445036,33.337408713445036,2026-09-13,2026-09-14,2026-09-15
Batu Lintang,town,1.01967,111.55298,KALIMANTAN BARAT,115.68270111083984,115.77374267578125,83.20601654052734,24.97934794262247,24.97934794262247,24.97934794262247,2026-09-13,2026-09-14,2026-09-15
Nanga Kompi,village,-0.85243,111.76731,KALIMANTAN BARAT,75.99903869628906,83.09333038330078,59.789031982421875,25.16603984614499,25.16603984614499,25.16603984614499,2026-09-13,2026-09-14,2026-09-15
Bekuan,village,0.33476,112.08492,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,4.213182983006995,4.213182983006995,4.213182983006995,2026-09-13,2026-09-14,2026-09-15
Tanjung Keliling,village,0.38695,112.06255,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,10.527026565995287,10.527026565995287,10.527026565995287,2026-09-13,2026-09-14,2026-09-15
Nanga Lot,village,0.27849,112.15584,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,6.653793473583777,6.653793473583777,6.653793473583777,2026-09-13,2026-09-14,2026-09-15
Ranyai,village,0.35595,112.01612,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,11.211418815433797,11.211418815433797,11.211418815433797,2026-09-13,2026-09-14,2026-09-15
Nanga Pala,village,0.40456,111.97769,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,17.892352125562635,17.892352125562635,17.892352125562635,2026-09-13,2026-09-14,2026-09-15
Tajau Mada,village,0.42898,112.02074,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,16.83335888163226,16.83335888163226,16.83335888163226,2026-09-13,2026-09-14,2026-09-15
Jerenjang,village,0.45586,112.00086,KALIMANTAN BARAT,109.72798919677734,107.73176574707031,76.97398376464844,20.539676162322063,20.539676162322063,20.539676162322063,2026-09-13,2026-09-14,2026-09-15
Akcaya,village,0.08083,111.53737,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,25.34609210149349,25.34609210149349,25.34609210149349,2026-09-13,2026-09-14,2026-09-15
Lalang Baru,village,0.02732,111.51176,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,27.114388010745785,27.114388010745785,27.114388010745785,2026-09-13,2026-09-14,2026-09-15
Jerora Satu,village,0.08494,111.55537,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,24.423077981754684,24.423077981754684,24.423077981754684,2026-09-13,2026-09-14,2026-09-15
Kebiau Baru,village,0.12868,111.5716,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,19.309885224852685,19.309885224852685,19.309885224852685,2026-09-13,2026-09-14,2026-09-15
Alai,village,0.07564,111.49241,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,27.66785371098538,27.66785371098538,27.66785371098538,2026-09-13,2026-09-14,2026-09-15
Sungai Ana,village,0.06304,111.5134,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,28.05320751048595,28.05320751048595,28.05320751048595,2026-09-13,2026-09-14,2026-09-15
Merti Guna,village,0.03669,111.48171,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,29.4224868586616,29.4224868586616,29.4224868586616,2026-09-13,2026-09-14,2026-09-15
Mengkurai,village,0.08593,111.46856,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,27.93233874871611,27.93233874871611,27.93233874871611,2026-09-13,2026-09-14,2026-09-15
Kedabang,village,0.09176,111.44416,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,28.921305065054373,28.921305065054373,28.921305065054373,2026-09-13,2026-09-14,2026-09-15
Rawa Mambok,village,0.05594,111.47729,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,30.375323825902274,30.375323825902274,30.375323825902274,2026-09-13,2026-09-14,2026-09-15
Sengkuang,village,0.04918,111.47035,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,31.233651251751063,31.233651251751063,31.233651251751063,2026-09-13,2026-09-14,2026-09-15
Anggah Jaya,village,0.07944,111.43081,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,30.90971372004545,30.90971372004545,30.90971372004545,2026-09-13,2026-09-14,2026-09-15
Tanjung Kelansam,village,0.12678,111.39704,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,29.66995023775598,29.66995023775598,29.66995023775598,2026-09-13,2026-09-14,2026-09-15
Batu Lalau,village,0.10873,111.41101,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,29.8990204897864,29.8990204897864,29.8990204897864,2026-09-13,2026-09-14,2026-09-15
Mekar Jaya,village,0.10746,111.4454,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,27.45692688649157,27.45692688649157,27.45692688649157,2026-09-13,2026-09-14,2026-09-15
Menyumbung Tengah,village,0.08584,111.50299,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,26.142711908865962,26.142711908865962,26.142711908865962,2026-09-13,2026-09-14,2026-09-15
Ulak Jaya,village,0.09504,111.51458,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,24.690553282636973,24.690553282636973,24.690553282636973,2026-09-13,2026-09-14,2026-09-15
Baras,village,0.01371,111.73516,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,28.117175845309394,28.117175845309394,28.117175845309394,2026-09-13,2026-09-14,2026-09-15
Umin Jaya,village,0.03558,111.77482,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,32.62010070197888,32.62010070197888,32.62010070197888,2026-09-13,2026-09-14,2026-09-15
Apin Baru,village,-0.05415,111.75277,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,23.485771036473093,23.485771036473093,23.485771036473093,2026-09-13,2026-09-14,2026-09-15
Hulu Dedai,village,-0.04902,111.78873,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,26.874639338605984,26.874639338605984,26.874639338605984,2026-09-13,2026-09-14,2026-09-15
Jangkang,village,-0.05935,111.6951,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,18.87904573892335,18.87904573892335,18.87904573892335,2026-09-13,2026-09-14,2026-09-15
Menaong Baru,village,0.06054,111.83366,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,37.202550146423356,37.202550146423356,37.202550146423356,2026-09-13,2026-09-14,2026-09-15
Merempit Baru,village,0.08311,111.82436,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,34.69888578458446,34.69888578458446,34.69888578458446,2026-09-13,2026-09-14,2026-09-15
Terusan,village,0.04487,111.7181,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,30.229661458757835,30.229661458757835,30.229661458757835,2026-09-13,2026-09-14,2026-09-15
Samak,hamlet,0.06153,111.66807,KALIMANTAN BARAT,114.16105651855469,112.08491516113281,80.0957260131836,27.575761837384785,27.575761837384785,27.575761837384785,2026-09-13,2026-09-14,2026-09-15
Mengkirai Jaya,village,-0.13213,111.67106,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,10.926460418754857,10.926460418754857,10.926460418754857,2026-09-13,2026-09-14,2026-09-15
Gandis Hulu,village,-0.10015,111.63236,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,11.671328339281986,11.671328339281986,11.671328339281986,2026-09-13,2026-09-14,2026-09-15
Gandis,village,-0.10349,111.6186,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,10.928904444532423,10.928904444532423,10.928904444532423,2026-09-13,2026-09-14,2026-09-15
Dedai Kanan,village,-0.05777,111.64283,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,16.51675964870496,16.51675964870496,16.51675964870496,2026-09-13,2026-09-14,2026-09-15
Manyam,village,-0.03609,111.6426,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,18.83145722549761,18.83145722549761,18.83145722549761,2026-09-13,2026-09-14,2026-09-15
Sungai Tapang,village,-0.02719,111.62128,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,19.360736313287436,19.360736313287436,19.360736313287436,2026-09-13,2026-09-14,2026-09-15
Tanjung,village,-0.00344,111.63857,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,22.273282629843102,22.273282629843102,22.273282629843102,2026-09-13,2026-09-14,2026-09-15
Batu Landung,village,0.00312,111.6093,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,22.609574822951586,22.609574822951586,22.609574822951586,2026-09-13,2026-09-14,2026-09-15
Mail Jampong,village,0.03605,111.5955,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,26.25233151923355,26.25233151923355,26.25233151923355,2026-09-13,2026-09-14,2026-09-15
Tebing Raya,village,0.00606,111.5701,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,23.1527837812698,23.1527837812698,23.1527837812698,2026-09-13,2026-09-14,2026-09-15
Sungai Jaung,village,0.17249,111.26724,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,23.38467393736032,23.38467393736032,23.38467393736032,2026-09-13,2026-09-14,2026-09-15
Sukau Bersatu,village,0.10563,111.29222,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,30.39665950137321,30.39665950137321,30.39665950137321,2026-09-13,2026-09-14,2026-09-15
Makong,hamlet,-0.02934,111.37992,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,30.967300401042124,30.967300401042124,30.967300401042124,2026-09-13,2026-09-14,2026-09-15
Jaya Mentari,village,-0.32083,111.28809,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,24.858220382559967,24.858220382559967,24.858220382559967,2026-09-13,2026-09-14,2026-09-15
Riam Batu,village,-0.37767,111.3207,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,31.5044569133957,31.5044569133957,31.5044569133957,2026-09-13,2026-09-14,2026-09-15
Pekulai Bersatu,village,-0.27356,111.28575,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,22.214938130727294,22.214938130727294,22.214938130727294,2026-09-13,2026-09-14,2026-09-15
Sungai Buluh,village,-0.25349,111.2887,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,21.80903881431256,21.80903881431256,21.80903881431256,2026-09-13,2026-09-14,2026-09-15
Melimbuk,hamlet,-0.23316,111.32648,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,25.451749139982628,25.451749139982628,25.451749139982628,2026-09-13,2026-09-14,2026-09-15
Kuala Tiga,village,-0.24096,111.31915,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,24.790167846534676,24.790167846534676,24.790167846534676,2026-09-13,2026-09-14,2026-09-15
Kupan Jaya,village,-0.2357,111.32745,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,25.60074363328291,25.60074363328291,25.60074363328291,2026-09-13,2026-09-14,2026-09-15
Pulau Jaya,village,-0.22431,111.32577,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,25.249419943768235,25.249419943768235,25.249419943768235,2026-09-13,2026-09-14,2026-09-15
Pudau Bersatu,village,-0.19527,111.37401,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,25.134295522104118,25.134295522104118,25.134295522104118,2026-09-13,2026-09-14,2026-09-15
Kenyabur Baru,village,-0.15988,111.41285,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,21.282833869528584,21.282833869528584,21.282833869528584,2026-09-13,2026-09-14,2026-09-15
Pagal Baru,village,-0.11284,111.41292,KALIMANTAN BARAT,112.7939224243164,110.88774108886719,78.75718688964844,22.949168638189782,22.949168638189782,22.949168638189782,2026-09-13,2026-09-14,2026-09-15
Pangkal Baru,village,-0.15711,111.29913,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,22.649924011787647,22.649924011787647,22.649924011787647,2026-09-13,2026-09-14,2026-09-15
Mensiap Jaya,village,0.10656,111.33291,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,33.665697301905006,33.665697301905006,33.665697301905006,2026-09-13,2026-09-14,2026-09-15
Temiang Kapuas,village,0.05584,111.31,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,35.80987918799784,35.80987918799784,35.80987918799784,2026-09-13,2026-09-14,2026-09-15
Tebedak,hamlet,-0.15434,111.25193,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,17.640204619388545,17.640204619388545,17.640204619388545,2026-09-13,2026-09-14,2026-09-15
Bungkong Baru,village,-0.31997,111.04173,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,14.830303206655124,14.830303206655124,14.830303206655124,2026-09-13,2026-09-14,2026-09-15
Limau Bakti,village,-0.30057,111.08634,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,11.285554809602157,11.285554809602157,11.285554809602157,2026-09-13,2026-09-14,2026-09-15
Sungai Segak,village,-0.46247,111.18049,KALIMANTAN BARAT,73.15098571777344,79.74284362792969,57.57649612426758,27.88720544859744,27.88720544859744,27.88720544859744,2026-09-13,2026-09-14,2026-09-15
Tanjung Mawang,village,-0.33077,111.08047,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,14.702225600448172,14.702225600448172,14.702225600448172,2026-09-13,2026-09-14,2026-09-15
Temawang Bulai,village,-0.41532,111.21217,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,26.996432209319078,26.996432209319078,26.996432209319078,2026-09-13,2026-09-14,2026-09-15
Sunsong,village,-0.32311,111.02242,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,16.180524224467923,16.180524224467923,16.180524224467923,2026-09-13,2026-09-14,2026-09-15
Kemantan,village,-0.28691,111.13816,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,10.554447144219187,10.554447144219187,10.554447144219187,2026-09-13,2026-09-14,2026-09-15
Riam Kempadik,village,-0.21639,111.22598,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,14.126300302353032,14.126300302353032,14.126300302353032,2026-09-13,2026-09-14,2026-09-15
Nanga Layung,village,-0.20511,111.23992,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,15.568669203778077,15.568669203778077,15.568669203778077,2026-09-13,2026-09-14,2026-09-15
Landau Panjang,village,-0.22399,111.12624,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,3.9533639792708613,3.9533639792708613,3.9533639792708613,2026-09-13,2026-09-14,2026-09-15
Bangun,village,-0.20432,111.14634,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,5.1750831629575265,5.1750831629575265,5.1750831629575265,2026-09-13,2026-09-14,2026-09-15
Kambong,hamlet,-0.1577,111.18026,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,10.088079389318485,10.088079389318485,10.088079389318485,2026-09-13,2026-09-14,2026-09-15
Mengkurai,hamlet,-0.1752,111.26726,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,18.801693396235812,18.801693396235812,18.801693396235812,2026-09-13,2026-09-14,2026-09-15
Lubuk Buyu,hamlet,-0.11922,111.2498,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,18.92447182363364,18.92447182363364,18.92447182363364,2026-09-13,2026-09-14,2026-09-15
Tanjung Balai,village,-0.07337,111.23675,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,20.72394393384186,20.72394393384186,20.72394393384186,2026-09-13,2026-09-14,2026-09-15
Mait Hilir,village,-0.06093,111.27193,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,24.588972890972165,24.588972890972165,24.588972890972165,2026-09-13,2026-09-14,2026-09-15
Peninsung,village,-0.11024,111.26221,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,20.614214931424378,20.614214931424378,20.614214931424378,2026-09-13,2026-09-14,2026-09-15
Paoh Benua,village,-0.01726,111.29425,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,29.655251758652327,29.655251758652327,29.655251758652327,2026-09-13,2026-09-14,2026-09-15
Sinar Harapan,village,0.02769,111.14236,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,25.752394351104734,25.752394351104734,25.752394351104734,2026-09-13,2026-09-14,2026-09-15
Sepulut,village,-5e-05,111.1816,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,24.01360843478531,24.01360843478531,24.01360843478531,2026-09-13,2026-09-14,2026-09-15
Lengkenat,village,0.01195,111.2182,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,26.98487793600784,26.98487793600784,26.98487793600784,2026-09-13,2026-09-14,2026-09-15
Tanjung Hulu,village,0.02233,111.20969,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,27.56703236441172,27.56703236441172,27.56703236441172,2026-09-13,2026-09-14,2026-09-15
Sungai Raya,village,0.09395,111.23049,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,27.11971611641478,27.11971611641478,27.11971611641478,2026-09-13,2026-09-14,2026-09-15
Nanga Sepauk,village,0.06946,111.20118,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,27.99506767583916,27.99506767583916,27.99506767583916,2026-09-13,2026-09-14,2026-09-15
Entabuk,village,0.07978,111.19771,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,26.78943468526126,26.78943468526126,26.78943468526126,2026-09-13,2026-09-14,2026-09-15
Sungai Gandal,hamlet,0.31981,111.1588,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,6.899262068161842,6.899262068161842,6.899262068161842,2026-09-13,2026-09-14,2026-09-15
SP3 Padak,hamlet,0.23994,111.16529,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,9.86437053745868,9.86437053745868,9.86437053745868,2026-09-13,2026-09-14,2026-09-15
Menua Prama,village,0.28913,111.1744,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,8.360624142493965,8.360624142493965,8.360624142493965,2026-09-13,2026-09-14,2026-09-15
Maboh Permai,village,0.18076,111.18164,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,16.068781688313436,16.068781688313436,16.068781688313436,2026-09-13,2026-09-14,2026-09-15
Setalon,hamlet,0.16507,111.23153,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,20.952485977131193,20.952485977131193,20.952485977131193,2026-09-13,2026-09-14,2026-09-15
Pakan,hamlet,0.48192,111.19021,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,22.57896284749725,22.57896284749725,22.57896284749725,2026-09-13,2026-09-14,2026-09-15
Janang Pelintang,hamlet,0.32169,111.10709,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,2.537395913812293,2.537395913812293,2.537395913812293,2026-09-13,2026-09-14,2026-09-15
Pateh,hamlet,0.37252,111.1654,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,10.858548973838573,10.858548973838573,10.858548973838573,2026-09-13,2026-09-14,2026-09-15
Balau Nyawang,hamlet,0.41403,111.01214,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,16.006631637353177,16.006631637353177,16.006631637353177,2026-09-13,2026-09-14,2026-09-15
Keliat,hamlet,0.44347,111.08884,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,16.001325171379516,16.001325171379516,16.001325171379516,2026-09-13,2026-09-14,2026-09-15
Mertawai,hamlet,0.46726,111.07111,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,18.873844957051272,18.873844957051272,18.873844957051272,2026-09-13,2026-09-14,2026-09-15
Singkam,hamlet,0.38629,111.2206,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,16.48904902257908,16.48904902257908,16.48904902257908,2026-09-13,2026-09-14,2026-09-15
Sui Munong,hamlet,0.40208,111.23935,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,19.207459916354296,19.207459916354296,19.207459916354296,2026-09-13,2026-09-14,2026-09-15
Empajak,village,0.19514,111.06193,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,12.404548901940215,12.404548901940215,12.404548901940215,2026-09-13,2026-09-14,2026-09-15
Sungai Ayak Dua,village,0.10141,111.06704,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,22.384269327524834,22.384269327524834,22.384269327524834,2026-09-13,2026-09-14,2026-09-15
Persiapan Sepantak,village,0.11454,111.06287,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,21.031434779399493,21.031434779399493,21.031434779399493,2026-09-13,2026-09-14,2026-09-15
Tanjak Dait,hamlet,0.02568,110.77903,KALIMANTAN BARAT,165.260009765625,155.97154235839844,125.83761596679688,32.03168373598252,32.03168373598252,32.03168373598252,2026-09-13,2026-09-14,2026-09-15
Serasau Jaya,hamlet,-0.02504,110.76569,KALIMANTAN BARAT,165.260009765625,155.97154235839844,125.83761596679688,26.794066870825105,26.794066870825105,26.794066870825105,2026-09-13,2026-09-14,2026-09-15
Amak,hamlet,0.02308,110.77129,KALIMANTAN BARAT,165.260009765625,155.97154235839844,125.83761596679688,31.274221699185464,31.274221699185464,31.274221699185464,2026-09-13,2026-09-14,2026-09-15
Mungguk,village,0.00687,110.91003,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,31.230467700353078,31.230467700353078,31.230467700353078,2026-09-13,2026-09-14,2026-09-15
Selalong,village,-0.03118,110.87257,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,31.494743408008485,31.494743408008485,31.494743408008485,2026-09-13,2026-09-14,2026-09-15
Semapuk,hamlet,-0.02066,111.01204,KALIMANTAN BARAT,154.55014038085938,144.04275512695312,106.48971557617188,22.21110301145286,22.21110301145286,22.21110301145286,2026-09-13,2026-09-14,2026-09-15
Ensalang,village,-0.02021,110.8102,KALIMANTAN BARAT,165.260009765625,155.97154235839844,125.83761596679688,30.756662371847835,30.756662371847835,30.756662371847835,2026-09-13,2026-09-14,2026-09-15
Beringkai Raya,village,0.21692,110.95222,KALIMANTAN BARAT,165.27049255371094,154.3850860595703,125.95024108886719,18.850989278847095,18.850989278847095,18.850989278847095,2026-09-13,2026-09-14,2026-09-15
